NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,EXIT_X,EXIT_Y,time,action,NEIGHBORHOOD_UP_0,NEIGHBORHOOD_UP_1,NEIGHBORHOOD_UP_2,NEIGHBORHOOD_UP_5,NEIGHBORHOOD_UP_6,NEIGHBORHOOD_DOWN_0.0,NEIGHBORHOOD_DOWN_1.0,NEIGHBORHOOD_DOWN_2.0,NEIGHBORHOOD_DOWN_5.0,NEIGHBORHOOD_DOWN_6.0,NEIGHBORHOOD_RIGHT_0.0,NEIGHBORHOOD_RIGHT_1.0,NEIGHBORHOOD_RIGHT_2.0,NEIGHBORHOOD_RIGHT_5.0,NEIGHBORHOOD_RIGHT_6.0,NEIGHBORHOOD_LEFT_0.0,NEIGHBORHOOD_LEFT_1.0,NEIGHBORHOOD_LEFT_2.0,NEIGHBORHOOD_LEFT_5.0,NEIGHBORHOOD_LEFT_6.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.43596353511266,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.4225990246566234,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.4094571579123438,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3963490931647968,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3833671682168747,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.370105509404083,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3568610670048677,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.8157086232418483,-0.6397270561755156,1.3665360085547038,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3440004717746097,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8079918458124515,-0.7293094922846723,-0.6397270561755156,-0.6886867393088025,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3308427948429007,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8079918458124515,-0.6429103440476495,-0.6397270561755156,-0.6886867393088025,-0.5533705775912654,-0.8709756794114736,-1.2166162475451998,-0.6418857702467932,1.487450437556282,-1.5540174603023016,-1.3175090899390958,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
