NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,EXIT_X,EXIT_Y,time,action
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.4306168513681745,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.417062214176741,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.4037333880799787,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3904388448552722,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3772722359252743,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3638219135692635,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3503890525516635,0.0
0,1.0,2.0,1.0,-0.8065066503844306,-0.8161300117202753,-0.6416134831152798,1.3519344467704415,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3373454994050318,0.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.7303063842695352,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3240006382013165,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.6444827396540491,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.3104772448092992,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.5586590092148326,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.297279405409151,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.47283545042307695,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2836293040148936,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.38701171998386036,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2706665928663246,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.30118816119210473,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2571892387589416,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.21536443075288816,-0.6416134831152798,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2439683397286783,1.0
0,1.0,2.0,2.0,-0.8065066503844306,-0.12954087196113243,1.679698486971177,-0.6826437699579092,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2303978140522174,1.0
1,1.0,2.0,1.0,2.7533016101024663,-0.043717141521915866,-0.6416134831152798,-0.6828841329056379,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2172364968408065,1.0
1,1.0,2.0,1.0,2.663441772230288,0.04210641726983979,-0.6416134831152798,-0.6828841329056379,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.2038021962624825,1.0
1,1.0,2.0,1.0,2.5735819343581094,0.12793049100397816,-0.6416134831152798,-0.6828841329056379,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.1905942266202028,1.0
1,1.0,2.0,1.0,2.483722096485931,0.21375456473811638,-0.6416134831152798,-0.6828841329056379,-0.5695764955650852,-0.8918939621299218,-1.200278275850886,-0.6206782661328311,1.5410075948060098,-1.5892265956512162,-1.1771066089780289,1.0
1,1.0,2.0,1.0,2.393860461416995,0.29957863847225474,-0.6416134831152798,-0.6828841329056379,-0.5806243603552016,-0.8918939621299218,-1.200278275850886,-0.6346266204975821,1.5410075948060098,-1.5892265956512162,-1.1638186637399737,1.0
1,1.0,2.0,1.0,2.3040006235448165,0.3854027122063931,-0.6416134831152798,-0.6828841329056379,-0.591672225145318,-0.8918939621299218,-1.200278275850886,-0.6485749748623333,1.5410075948060098,-1.5892265956512162,-1.1500038126184193,1.0
1,1.0,2.0,1.0,2.214140785672638,0.4712267859405313,-0.6416134831152798,-0.6828841329056379,-0.6027203108927303,-0.8918939621299218,-1.200278275850886,-0.6625236081941717,1.5410075948060098,-1.5892265956512162,-1.1374205856718038,1.0
1,1.0,2.0,2.0,2.124280947800459,0.5570508596746698,-0.6416134831152798,-0.6826437699579092,-0.6137681756828468,-0.8918939621299218,-1.200278275850886,-0.6764719625589227,1.5410075948060098,-1.5892265956512162,-1.1238840496235474,1.0
1,1.0,2.0,2.0,2.034421109928281,0.6428749334088079,-0.6416134831152798,-0.6826437699579092,-0.6248160404729632,-0.8918939621299218,-1.200278275850886,-0.6904203169236739,1.5410075948060098,-1.5892265956512162,-1.1107428596037399,1.0
1,1.0,2.0,2.0,1.9445594748593449,0.7286990071429462,-0.6416134831152798,-0.6826437699579092,-0.6358639052630797,-0.8918939621299218,-1.200278275850886,-0.704368671288425,1.5410075948060098,-1.5892265956512162,-1.0973921335230012,1.0
1,1.0,2.0,2.0,1.8546996369871664,0.8145230808770846,-0.6416134831152798,-0.6826437699579092,-0.6469117700531961,-0.8918939621299218,-1.200278275850886,-0.7183170256531761,1.5410075948060098,-1.5892265956512162,-1.084027411713002,1.0
1,1.0,2.0,1.0,1.7648397991149878,0.9003471546112229,-0.6416134831152798,1.3519341924181156,-0.6579598558006085,-0.8918939621299218,-1.200278275850886,-0.7322656589850145,1.5410075948060098,-1.5892265956512162,-1.0706205694225608,1.0
1,1.0,2.0,2.0,1.6749799612428093,0.9861708850504395,-0.6416134831152798,-0.6826437699579092,-0.6690077205907249,-0.8918939621299218,-1.200278275850886,-0.7462140133497656,1.5410075948060098,-1.5892265956512162,-1.0571716066516785,1.0
