NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,3,19,27,0.1168516,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.2005787,1
0,1,2,2,0,1.307554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.3006932,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.4026462,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.502264,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.6015679,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.7020833,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.8013384,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,0.9017082,1
1,1,2,1,19.80756,4.807551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.00305,1
1,1,2,1,19.30756,5.30755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.101042,1
1,1,2,1,18.80756,5.807552,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.200396,1
1,1,2,1,18.30756,6.307554,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.302221,1
1,1,2,1,17.80755,6.807556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.40005,1
1,1,2,1,17.30755,7.307558,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.501815,1
1,1,2,1,16.80755,7.80756,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,3,19,27,1.60122,1
1,1,2,2,16.30755,8.307562,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,1.702597,1
1,1,2,2,15.80755,8.807564,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,1.802485,1
1,1,2,2,15.30754,9.307566,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,1.902462,1
1,1,2,2,14.80754,9.807568,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,3,19,27,2.001524,1
1,1,2,1,14.30754,10.30757,0.3085001,8.307554,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.100045,1
1,1,2,2,13.80754,10.80757,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.20139,1
1,1,2,2,13.30754,11.30757,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.30197,1
1,1,2,2,12.80754,11.80758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.400134,1
1,1,2,2,12.30753,12.30758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.500182,1
1,1,2,2,11.80753,12.80758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.60155,1
1,1,2,2,11.30753,13.30758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.703081,1
1,1,2,2,10.80753,13.80758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.800933,1
1,1,1,1,10.30753,14.30758,2.307555,8.307555,15,3,27.3,27,2.7,27,1,2,5,3,19,27,2.901283,1
1,1,1,1,10.10752,14.50758,2.407556,8.207555,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.002139,4
2,2,1,1,0.1084707,0.5085295,2.907557,7.707553,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.10336,4
2,2,1,1,0.1084707,0.5085295,3.407559,7.207551,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.201566,4
2,2,1,1,0.1084707,0.5085295,3.407559,7.207551,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.300545,4
2,2,1,1,0.1084707,0.5085295,3.807561,6.807549,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.402772,4
2,2,1,1,0.1084707,0.5085295,4.307562,6.307547,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.500172,4
2,2,1,1,0.1084707,0.5085295,4.807565,5.807545,15,3,27.3,27,2.7,27,1,2,5,3,19,27,3.602113,4
