NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.5075549,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,25,27,0.1018051,1
0,1,2,2,0,1.007554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.2059912,1
0,1,2,2,0,1.507554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.3012446,1
0,1,2,2,0,2.007554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.4027677,1
0,1,2,2,0,2.507553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.500786,1
0,1,2,2,0,3.007552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.6047707,1
0,1,2,2,0,3.507552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.7013254,1
0,1,2,2,0,4.007552,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.807144,1
0,1,2,2,0,4.507551,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,0.9034944,1
1,1,2,1,19.60756,5.00755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.003361,1
1,1,2,1,19.10756,5.507551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.101933,1
1,1,2,1,18.60756,6.007553,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.200128,1
1,1,2,1,18.10756,6.507555,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.302747,1
1,1,2,1,17.60755,7.007556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.400591,1
1,1,2,1,17.10755,7.507559,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,25,27,1.503323,1
1,1,2,2,16.60755,8.007561,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,1.602357,1
1,1,2,2,16.10755,8.507563,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,1.700469,1
1,1,2,2,15.60755,9.007565,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,1.801322,1
1,1,2,2,15.10754,9.507566,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,25,27,1.902331,1
1,1,2,1,14.60754,10.00757,0.3085001,8.307554,15,3,3,27,27,27,1,2,23,13,25,27,2.000521,1
1,1,2,1,14.10754,10.50757,0.3085001,8.307554,15,3,2.7,27,26.5,27,1,2,23,13,25,27,2.102192,1
1,1,2,2,13.60754,11.00757,0.3085001,0.3085001,15,3,2.7,27,26,27,1,2,23,13,25,27,2.201459,1
1,1,2,2,13.10754,11.50757,0.3085001,0.3085001,15,3,2.7,27,25.49999,27,1,2,23,13,25,27,2.303299,1
1,1,2,2,12.60754,12.00758,0.3085001,0.3085001,15,3,2.7,27,24.99999,27,1,2,23,13,25,27,2.40106,1
1,1,2,2,12.10753,12.50758,0.3085001,0.3085001,15,3,2.7,27,24.49999,27,1,2,23,13,25,27,2.502838,1
1,1,2,2,11.60753,13.00758,0.3085001,0.3085001,15,3,2.7,27,23.99999,27,1,2,23,13,25,27,2.60298,1
1,1,2,2,11.10753,13.50758,0.3085001,0.3085001,15,3,2.7,27,23.49999,27,1,2,23,13,25,27,2.701258,0
1,1,2,2,11.10753,13.50758,0.3085001,0.3085001,15,3,2.7,27,22.99998,27,1,2,23,13,25,27,2.801332,0
1,1,2,2,11.50753,13.10758,0.3085001,0.3085001,15,3,2.7,27,22.49998,27,1,2,23,13,25,27,2.900885,2
1,1,2,2,12.00753,12.60758,0.3085001,0.3085001,15,3,2.7,27,21.99998,27,1,2,23,13,25,27,3.00101,2
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,2.7,27,21.49998,27,1,2,23,13,25,27,3.100738,2
1,1,2,2,13.00754,11.60757,0.3085001,0.3085001,15,3,2.7,27,20.99998,27,1,2,23,13,25,27,3.202655,2
1,1,2,2,12.90754,11.70757,0.3085001,0.3085001,15,3,2.7,27,20.49998,27,1,2,23,13,25,27,3.302763,1
1,1,2,2,12.40754,12.20758,0.3085001,0.3085001,15,3,2.7,27,19.99997,27,1,2,23,13,25,27,3.401263,1
1,1,2,2,11.90753,12.70758,0.3085001,0.3085001,15,3,2.7,27,19.49997,27,1,2,23,13,25,27,3.502893,1
1,1,2,2,11.40753,13.20758,0.3085001,0.3085001,15,3,2.7,27,18.99997,27,1,2,23,13,25,27,3.600122,1
1,1,2,2,11.10753,13.50758,0.3085001,0.3085001,15,3,2.7,27,18.49997,27,1,2,23,13,25,27,3.70151,0
1,1,2,2,11.10753,13.50758,0.3085001,0.3085001,15,3,2.7,27,17.99997,27,1,2,23,13,25,27,3.800857,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27,17.49996,27,0,2,23,13,25,27,3.90054,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27,16.99996,27,0,2,23,13,25,27,4.000441,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,26.7,0,2,23,13,25,27,4.103682,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,26.5,0,2,23,13,25,27,4.200181,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,26,0,2,23,13,25,27,4.300103,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,25.49999,0,2,23,13,25,27,4.403325,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,24.99999,0,2,23,13,25,27,4.500733,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,24.49999,0,2,23,13,25,27,4.600247,0
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,23.99999,0,2,23,13,25,27,4.700746,0
0,1,2,2,0,13.10758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,23.49999,0,2,23,13,25,27,4.800643,2
0,1,2,2,0,12.60758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,22.99998,0,2,23,13,25,27,4.900555,2
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,2.7,27.3,16.99996,22.49998,0,2,23,13,25,27,5.002833,0
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,21.99998,0,2,23,13,25,27,5.101884,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,21.49998,0,2,23,13,25,27,5.203145,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,20.99998,0,2,23,13,25,27,5.303558,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,20.69998,0,2,23,13,25,27,5.403052,0
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,20.19997,0,2,23,13,25,27,5.502892,0
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,19.69997,0,2,23,13,25,27,5.6026,0
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,19.69997,0,2,23,13,25,27,5.701171,0
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,19.69997,0,2,23,13,25,27,5.802994,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,19.69997,0,2,23,13,25,27,5.901728,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,2.7,27.3,16.99996,19.19997,0,2,23,13,25,27,6.000028,3
1,0,2,2,12.50753,0,0.008498904,0.6085013,15,3,3.2,27.3,16.99996,19.19997,0,2,23,13,25,27,6.100218,3
1,1,2,2,12.50753,12.10758,0.008498904,0.6085013,15,3,3.699999,27.3,16.99996,19.19997,1,2,23,13,25,27,6.200786,3
2,2,2,2,2.50848,0.1085203,0.9084986,0.7085016,15,3,4.199999,27.3,16.99996,19.19997,1,2,23,13,25,27,6.300094,0
2,2,2,2,2.50848,0.1085203,0.4084966,1.208504,15,3,4.699998,27.3,16.99996,19.19997,1,2,23,13,25,27,6.403431,3
2,2,2,2,2.50848,0.1085203,0.00849509,1.608505,15,3,5.199998,27.3,16.99996,19.19997,1,2,23,13,25,27,6.503586,3
2,2,2,2,2.50848,0.1085203,0.00849509,1.608505,15,3,5.699997,27.3,16.99996,19.19997,1,2,23,13,25,27,6.601301,0
2,2,2,2,2.50848,0.1085203,2.908495,1.708505,15,3,6.199997,27.3,16.99996,19.19997,1,2,23,13,25,27,6.700099,0
2,2,2,2,2.50848,0.1085203,2.908495,1.708505,15,3,6.699996,27.3,16.99996,19.19997,1,2,23,13,25,27,6.803479,0
2,2,2,2,2.50848,0.1085203,2.908495,1.708505,15,3,7.199996,27.3,16.99996,19.19997,1,2,23,13,25,27,6.903135,0
