NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,11,23,15,23,0.1024826,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,11,23,15,23,0.2017405,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,11,23,15,23,0.302051,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,11,23,15,23,0.4013952,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,11,23,15,23,0.5041732,0
0,1,2,1,0,0.3075551,0.6085013,8.007554,15,3,27,27,3,27,1,2,11,23,15,23,0.6015036,4
2,1,2,1,0.3085001,0.3075551,1.108503,7.507552,15,3,27,27,3,27,1,2,11,23,15,23,0.7015297,4
2,1,2,1,0.3085001,0.3075551,1.708505,6.907549,15,3,27,27,3,27,1,2,11,23,15,23,0.8017804,4
2,1,2,1,0.3085001,0.3075551,2.008507,6.607548,15,3,27,27,3,27,1,2,11,23,15,23,0.9017688,4
2,1,2,1,0.008500335,0.6075548,2.008507,6.607548,15,3,27,27,3,27,1,2,11,23,15,23,1.001974,1
2,1,2,1,0.008500335,0.6075548,2.008507,6.607548,15,3,27,27,3,27,1,2,11,23,15,23,1.101542,1
2,1,2,1,0.008500335,0.6075548,2.008507,6.607548,15,3,27,27,3,27,1,2,11,23,15,23,1.201737,1
2,1,2,1,0.008500335,0.6075548,2.008507,6.607548,15,3,27,27,3,27,1,2,11,23,15,23,1.301592,1
2,1,2,2,0.7085007,0.9075544,2.008507,2.608494,15,3,27,27,3,27,1,2,11,23,15,23,1.406224,1
2,1,2,2,0.2085011,1.407554,2.008507,2.608494,15,3,27,27,3,27,1,2,11,23,15,23,1.505818,1
