NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,9,7,25,0.1731379,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,9,7,25,0.2224275,4
2,1,2,1,0.3085001,0.3075551,0.7085016,7.907553,15,3,3,27,27,27,1,2,7,9,7,25,0.3038846,4
2,1,2,1,0.3085001,0.3075551,1.208503,7.407552,15,3,3,27,27,27,1,2,7,9,7,25,0.4037464,4
2,1,2,1,0.3085001,0.3075551,1.708506,6.907549,15,3,3,27,27,27,1,2,7,9,7,25,0.5075516,4
2,1,2,1,0.3085001,0.3075551,2.208507,6.407548,15,3,3,27,27,27,1,2,7,9,7,25,0.6071579,4
2,1,2,1,0.3085001,0.3075551,2.708509,5.907546,15,3,3,27,27,27,1,2,7,9,7,25,0.7075622,4
2,1,2,1,0.3085001,0.3075551,3.208511,5.407544,15,3,3,27,27,27,1,2,7,9,7,25,0.8069628,4
2,1,2,1,0.3085001,0.3075551,3.708511,4.907544,15,3,3,27,27,27,1,2,7,9,7,25,0.9070737,4
2,1,2,1,10.3085,0.3075551,4.20851,4.407545,15,3,3,27,27,27,1,2,7,9,7,25,1.007066,4
2,1,2,1,10.3085,0.3075551,4.608509,4.007545,15,3,3,27,27,27,1,2,7,9,7,25,1.107633,0
2,1,2,1,10.3085,0.3075551,4.608509,4.007545,15,3,3,27,27,27,1,2,7,9,7,25,1.207459,0
2,1,2,2,9.8085,0.8075546,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.307783,1
2,1,2,2,9.308501,1.307554,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.407398,1
2,1,2,2,8.808502,1.807554,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.507605,1
2,1,2,2,8.308501,2.307553,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.602892,1
2,1,2,2,7.808502,2.807553,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.7032,1
2,1,2,2,7.308503,3.307552,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.803066,1
2,1,2,2,6.808504,3.807552,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,1.903004,1
2,1,2,2,6.308504,4.307551,0.6085098,0.008490321,15,3,3,27,27,27,1,2,7,9,7,25,2.003006,1
