NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.1119684,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.2034937,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.3081096,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.4035352,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.5035772,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,7,27,15,27,0.6036708,0
0,1,2,1,0,0.3075551,0.5085009,8.107554,15,3,27,27,3,27,1,2,7,27,15,27,0.7034382,4
2,1,2,1,0.3085001,0.3075551,1.008503,7.607552,15,3,27,27,3,27,1,2,7,27,15,27,0.8038428,4
2,1,2,1,0.3085001,0.3075551,1.508505,7.10755,15,3,27,27,3,27,1,2,7,27,15,27,0.9035814,0
2,1,2,1,0.3085001,0.3075551,1.508505,7.10755,15,3,27,27,3,27,1,2,7,27,15,27,1.003431,0
2,1,2,1,0.3085001,0.3075551,1.508505,7.10755,15,3,27,27,3,27,1,2,7,27,15,27,1.103697,0
2,1,2,1,0.3085001,0.3075551,1.408504,7.207551,15,3,27,27,3,27,1,2,7,27,15,27,1.203664,3
2,1,2,1,0.3085001,0.3075551,0.808502,7.807554,15,3,27,27,3,27,1,2,7,27,15,27,1.304923,3
0,1,2,1,0,0.3075551,0.5085009,8.107554,15,3,27,27,3,27,1,2,7,27,15,27,1.403497,0
0,1,2,1,0,0.3075551,0.5085009,8.107554,15,3,27,27,3,27,1,2,7,27,15,27,1.507666,0
0,1,2,1,0,0.3075551,0.5085009,8.107554,15,3,27,27,3,27,1,2,7,27,15,27,1.608656,4
2,1,2,1,0.3085001,0.3075551,1.008503,7.607552,15,3,27,27,3,27,1,2,7,27,15,27,1.710205,4
2,1,2,1,0.3085001,0.3075551,1.508505,7.10755,15,3,27,27,3,27,1,2,7,27,15,27,1.807708,4
2,1,2,1,0.3085001,0.3075551,2.008507,6.607548,15,3,27,27,3,27,1,2,7,27,15,27,1.909623,1
2,1,2,1,0.008500335,0.6075548,2.008507,6.607548,15,3,27,27,3,27,1,2,7,27,15,27,2.003798,1
2,1,2,2,0.8085006,0.8075546,2.008507,2.608494,15,3,26.5,27,3,27,1,2,7,27,15,27,2.103859,1
2,1,2,2,1.308501,1.307554,2.008507,2.608494,15,3,26,27,3,27,1,2,7,27,15,27,2.203677,1
2,1,2,2,0.8085015,1.807554,2.008507,2.608494,15,3,25.49999,27,3,27,1,2,7,27,15,27,2.30411,1
2,1,2,2,1.308502,2.307553,2.008507,2.608494,15,3,24.99999,27,3,27,1,2,7,27,15,27,2.403749,1
2,1,2,2,0.8085025,2.807553,2.008507,2.608493,15,3,24.49999,27,3,27,1,2,7,27,15,27,2.503619,1
1,1,2,2,1.307558,3.307552,2.008507,2.608493,15,3,23.99999,27,3,27,1,2,7,27,15,27,2.600155,1
1,1,2,2,0.9075583,3.707552,2.008507,2.608494,15,3,23.39999,27,3,27,1,2,7,27,15,27,2.708044,0
1,1,2,2,0.9075583,3.707552,2.308508,2.308492,15,3,22.89998,27,3,27,1,2,7,27,15,27,2.807878,4
1,1,2,2,0.9075583,3.707551,2.80851,1.808491,15,3,22.39998,27,3,27,1,2,7,27,15,27,2.90799,4
1,1,2,2,0.9075583,3.707552,3.208511,1.408489,15,3,21.99998,27,3,27,0,2,7,27,15,27,3.000293,4
1,1,2,2,0.9075583,3.707552,3.808511,0.8084897,15,3,21.39998,27,3,27,1,2,7,27,15,27,3.108009,4
2,1,2,2,6.908503,3.707552,4.30851,0.30849,15,3,20.89998,27,3,27,0,2,7,27,15,27,3.207942,4
2,1,2,2,6.908503,3.707551,4.60851,0.008490321,15,3,20.49998,27,3,27,1,2,7,27,15,27,3.300969,1
2,1,2,2,6.308504,4.307551,12.60851,0.008490321,15,3,19.89997,27,3,27,1,2,7,27,15,27,3.407908,1
2,1,1,1,5.908504,4.707551,0.6075647,0.007545351,15,3,19.49997,27,3,27,1,2,7,27,15,27,3.500087,1
2,1,1,1,5.308505,5.30755,0.6075647,0.007545351,15,3,18.89997,27,3,27,1,2,7,27,15,27,3.607996,1
2,1,1,1,4.808502,5.807552,0.6075647,0.007545351,15,3,18.39997,27,3,27,1,2,7,27,15,27,3.707803,1
2,1,1,1,4.3085,6.307554,0.6075648,0.007545351,15,3,17.89997,27,3,27,1,2,7,27,15,27,3.809114,1
2,1,1,1,3.908499,6.707555,0.6075647,0.007545351,15,3,17.49996,27,3,27,1,2,7,27,15,27,3.900856,1
