NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.1004688,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.2026868,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.3007185,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.4031637,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.5011629,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.6000367,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.7022761,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.8018659,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,0.9013111,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.003998,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.102283,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.200609,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.30394,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.400598,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.502336,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.600985,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.700761,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.800698,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,1.9034,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,11,19,27,2.00231,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,26.5,1,2,11,11,19,27,2.104405,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,26,1,2,11,11,19,27,2.204042,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,25.49999,1,2,11,11,19,27,2.300877,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,24.99999,1,2,11,11,19,27,2.403934,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,24.49999,1,2,11,11,19,27,2.501112,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,23.99999,1,2,11,11,19,27,2.601817,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,23.49999,1,2,11,11,19,27,2.700903,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,22.99998,1,2,11,11,19,27,2.803775,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,22.49998,1,2,11,11,19,27,2.902551,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,21.99998,1,2,11,11,19,27,3.000821,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,21.49998,1,2,11,11,19,27,3.102401,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,20.99998,1,2,11,11,19,27,3.200588,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,20.49998,1,2,11,11,19,27,3.302981,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,19.99997,1,2,11,11,19,27,3.402491,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,19.49997,1,2,11,11,19,27,3.50396,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,18.99997,1,2,11,11,19,27,3.603875,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,18.49997,1,2,11,11,19,27,3.702862,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,17.99997,1,2,11,11,19,27,3.804867,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,17.49996,1,2,11,11,19,27,3.901178,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27.3,27,16.99996,1,2,11,11,19,27,4.004644,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3.5,27.3,27,16.99996,1,2,11,11,19,27,4.102138,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3.999999,27.3,27,16.99996,1,2,11,11,19,27,4.200393,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,4.499999,27.3,27,16.99996,1,2,11,11,19,27,4.300269,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,4.999998,27.3,27,16.99996,1,2,11,11,19,27,4.401998,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,5.499998,27.3,27,16.99996,1,2,11,11,19,27,4.502397,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,5.999997,27.3,27,16.99996,1,2,11,11,19,27,4.602896,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,6.499997,27.3,27,16.99996,1,2,11,11,19,27,4.702053,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,6.999996,27.3,27,16.99996,1,2,11,11,19,27,4.801006,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,7.499996,27.3,27,16.99996,1,2,11,11,19,27,4.901725,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,7.999995,27.3,27,16.99996,1,2,11,11,19,27,5.002164,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,8.499997,27.3,27,16.99996,1,2,11,11,19,27,5.100753,1
