NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,17,27,23,0.100833,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.2000285,1
0,1,2,2,0,1.207554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.3016918,1
0,1,2,2,0,1.707554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.4014577,1
0,1,2,2,0,2.207553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.5018007,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.6005448,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.700472,1
0,1,2,2,0,3.707552,0.3085001,0.3085,15,3,3,27,27,27,1,2,25,17,27,23,0.8020711,1
0,1,2,2,0,4.207551,8.3085,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,0.9023582,1
1,1,2,1,19.90756,4.707551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.001297,1
1,1,2,1,19.40756,5.207551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.101486,1
1,1,2,1,18.90756,5.707551,0.3085,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.200108,1
1,1,2,1,18.40756,6.207554,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.302377,1
1,1,2,1,17.90755,6.707556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.401867,1
1,1,2,1,17.40755,7.207557,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.500362,1
1,1,2,1,16.80755,7.80756,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,17,27,23,1.603149,1
1,1,2,2,16.40755,8.207561,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,1.70046,1
1,1,2,2,15.90755,8.707563,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,1.800602,1
1,1,2,2,15.40755,9.207565,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,1.901602,1
1,1,2,2,14.90754,9.707567,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,17,27,23,2.000856,1
1,1,2,1,14.40754,10.20757,0.3085001,8.307555,15,3,3,27,27.3,27,1,2,25,17,27,23,2.101623,1
1,1,2,2,13.90754,10.70757,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.201899,1
1,1,2,2,13.40754,11.20757,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.300941,1
1,1,2,2,12.90753,11.70757,0.3085001,0.3085,15,3,3,27,27.3,27,1,2,25,17,27,23,2.402243,1
1,1,2,2,12.40753,12.20758,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.500217,1
1,1,2,2,11.90753,12.70758,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.602221,1
1,1,2,2,11.40753,13.20758,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.701549,1
1,1,2,2,10.90753,13.70758,0.3085001,0.3085001,15,3,3,27,27.3,27,1,2,25,17,27,23,2.802456,1
